13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,12,12,12,12,12,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,5,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,12,12,12,12,12,12,5,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,12,12,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,12,12,12,12,12,12,12,12,5,12,12,12,12,12,7,12,12,12,12,5,12,12,11,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,3,12,12,12,12,3,12,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,12,12,7,12,12,12,12,12,12,7,12,12,12,12,12,12,12,12,5,12,12,12,12,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,12,12,12,12,12,12,12,12,12,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,12,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,12,12,12,12,5,12,12,12,12,12,5,12,12,12,12,12,7,12,12,12,12,12,12,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,6,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,4,12,12,12,7,12,12,12,12,12,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,13,13,13,13,13,13,13,13,13,13
